# Chiet suat cua Gel quang hoc (Optical Coupling Gel/Silicone)
# Dai chiết suất 1.4x - 1.5x giup toi uu hoa truyen qua photon tu Nuoc (1.33) -> SiPM (~1.5)
# Cot 1: Wavelength(nm), Cot 2: RINDEX
200.0	1.5500
210.0	1.5450
220.0	1.5400
230.0	1.5350
240.0	1.5300
250.0	1.5250
260.0	1.5200
270.0	1.5150
280.0	1.5100
290.0	1.5050
300.0	1.5000
310.0	1.4960
320.0	1.4920
330.0	1.4880
340.0	1.4840
350.0	1.4800
360.0	1.4760
370.0	1.4720
380.0	1.4680
390.0	1.4640
400.0	1.4600
410.0	1.4580
420.0	1.4560
430.0	1.4540
440.0	1.4520
450.0	1.4500
460.0	1.4480
470.0	1.4460
480.0	1.4440
490.0	1.4420
500.0	1.4400
510.0	1.4390
520.0	1.4380
530.0	1.4370
540.0	1.4360
550.0	1.4350
560.0	1.4340
570.0	1.4330
580.0	1.4320
590.0	1.4310
600.0	1.4300
610.0	1.4295
620.0	1.4290
630.0	1.4285
640.0	1.4280
650.0	1.4275
660.0	1.4270
670.0	1.4265
680.0	1.4260
690.0	1.4255
700.0	1.4250
710.0	1.4245
720.0	1.4240
730.0	1.4235
740.0	1.4230
750.0	1.4225
760.0	1.4220
770.0	1.4215
780.0	1.4210
790.0	1.4205
800.0	1.4200
