# Do dai hap thu cua Acrylic (Cot 1: nm, Cot 2: ABS tinh bang milimet)
# UV bi cat hoan toan duoi 350nm
200.0	1
210.0	1
220.0	2
230.0	2
240.0	3
250.0	3
260.0	3
270.0	4
280.0	4
290.0	5
300.0	5
310.0	7
320.0	10
330.0	100
340.0	1000
350.0	10000
360.0	100000
370.0	400000
380.0	1000000
390.0	1500000
400.0	2000000
410.0	2000000
420.0	2000000
430.0	2000000
440.0	2000000
450.0	2000000
460.0	2000000
470.0	2000000
480.0	2000000
490.0	2000000
500.0	2000000
510.0	2000000
520.0	2000000
530.0	2000000
540.0	2000000
550.0	2000000
560.0	2000000
570.0	2000000
580.0	2000000
590.0	2000000
600.0	2000000
610.0	2000000
620.0	2000000
630.0	2000000
640.0	2000000
650.0	2000000
660.0	2000000
670.0	2000000
680.0	2000000
690.0	2000000
700.0	2000000
710.0	2000000
720.0	2000000
730.0	2000000
740.0	2000000
750.0	2000000
760.0	2000000
770.0	2000000
780.0	2000000
790.0	2000000
800.0	2000000
