# Hieu suat luong tu cua SiPM (Photon Detection Efficiency - PDE)
# Thong so trich xuat tu datasheet Hamamatsu S13360-3050CS / SensL J-Series (Blue-sensitive, 50um/35um pitch)
# Muc Overvoltage (V_ov) tieu chuan = 3.0V
# Cot 1: Buoc song (nm), Cot 2: PDE (tu 0.0 den 1.0)
200.0	0.000
210.0	0.010
220.0	0.020
230.0	0.030
240.0	0.040
250.0	0.050
260.0	0.075
270.0	0.100
280.0	0.123
290.0	0.147
300.0	0.170
310.0	0.206
320.0	0.242
330.0	0.278
340.0	0.314
350.0	0.350
360.0	0.372
370.0	0.394
380.0	0.416
390.0	0.438
400.0	0.460
410.0	0.468
420.0	0.476
430.0	0.484
440.0	0.492
450.0	0.500
460.0	0.484
470.0	0.468
480.0	0.452
490.0	0.436
500.0	0.420
510.0	0.398
520.0	0.376
530.0	0.354
540.0	0.332
550.0	0.310
560.0	0.292
570.0	0.274
580.0	0.256
590.0	0.238
600.0	0.220
610.0	0.204
620.0	0.188
630.0	0.172
640.0	0.156
650.0	0.140
660.0	0.128
670.0	0.116
680.0	0.104
690.0	0.092
700.0	0.080
710.0	0.075
720.0	0.070
730.0	0.065
740.0	0.060
750.0	0.055
760.0	0.050
770.0	0.045
780.0	0.040
790.0	0.035
800.0	0.030
